calfNumber,parc,day,Duration,cwd,datetime,State
6794,2,2022-02-18,150,6794 2022-02-18,2022-02-18 22:04:31,Unknown
6794,2,2022-02-18,128,6794 2022-02-18,2022-02-18 21:35:13,Unknown
6724,10,2022-02-18,192,6724 2022-02-18,2022-02-18 18:09:54,"Diarrhé, Pneumonie"
6724,10,2022-02-18,142,6724 2022-02-18,2022-02-18 14:21:21,"Diarrhé, Pneumonie"
6724,10,2022-02-18,22,6724 2022-02-18,2022-02-18 06:39:55,"Diarrhé, Pneumonie"
6724,10,2022-02-18,32,6724 2022-02-18,2022-02-18 21:26:06,"Diarrhé, Pneumonie"
6354,9,2022-02-18,15,6354 2022-02-18,2022-02-18 17:17:49,Healthy
6354,9,2022-02-18,169,6354 2022-02-18,2022-02-18 13:41:46,Healthy
6354,9,2022-02-18,19,6354 2022-02-18,2022-02-18 09:22:59,Healthy
6786,2,2022-02-18,589,6786 2022-02-18,2022-02-18 18:03:08,Diarrhé
6353,9,2022-02-18,23,6353 2022-02-18,2022-02-18 17:40:38,Healthy
6353,9,2022-02-18,199,6353 2022-02-18,2022-02-18 12:00:06,Healthy
6353,9,2022-02-18,214,6353 2022-02-18,2022-02-18 08:00:16,Healthy
6353,9,2022-02-18,199,6353 2022-02-18,2022-02-18 19:32:27,Healthy
6773,2,2022-02-18,388,6773 2022-02-18,2022-02-18 15:23:19,Healthy
6773,2,2022-02-18,132,6773 2022-02-18,2022-02-18 21:44:00,Healthy
6780,2,2022-02-18,287,6780 2022-02-18,2022-02-18 17:27:20,"Diarrhé, Pneumonie"
6780,2,2022-02-18,364,6780 2022-02-18,2022-02-18 12:38:07,"Diarrhé, Pneumonie"
6382,10,2022-02-18,1722,6382 2022-02-18,2022-02-18 17:12:20,Unknown
6360,9,2022-02-18,33,6360 2022-02-18,2022-02-18 15:37:05,Unknown
6360,9,2022-02-18,381,6360 2022-02-18,2022-02-18 06:52:16,Unknown
6360,9,2022-02-18,173,6360 2022-02-18,2022-02-18 20:25:13,Unknown
6787,2,2022-02-18,355,6787 2022-02-18,2022-02-18 16:54:27,Diarrhé
6787,2,2022-02-18,344,6787 2022-02-18,2022-02-18 10:45:14,Diarrhé
6787,2,2022-02-18,164,6787 2022-02-18,2022-02-18 07:42:16,Diarrhé
6787,2,2022-02-18,489,6787 2022-02-18,2022-02-18 07:33:06,Diarrhé
6741,9,2022-02-18,5,6741 2022-02-18,2022-02-18 14:38:09,Unknown
6741,9,2022-02-18,40,6741 2022-02-18,2022-02-18 12:32:45,Unknown
6741,9,2022-02-18,27,6741 2022-02-18,2022-02-18 07:27:43,Unknown
6741,9,2022-02-18,69,6741 2022-02-18,2022-02-18 07:22:27,Unknown
6741,9,2022-02-18,263,6741 2022-02-18,2022-02-18 20:31:12,Unknown
6738,10,2022-02-18,284,6738 2022-02-18,2022-02-18 16:36:06,Pneumonie
6403,2,2022-02-18,346,6403 2022-02-18,2022-02-18 19:14:28,Unknown
6349,9,2022-02-18,197,6349 2022-02-18,2022-02-18 16:29:17,Pneumonie
6349,9,2022-02-18,202,6349 2022-02-18,2022-02-18 12:16:58,Pneumonie
6349,9,2022-02-18,73,6349 2022-02-18,2022-02-18 08:24:48,Pneumonie
6349,9,2022-02-18,49,6349 2022-02-18,2022-02-18 20:18:25,Pneumonie
6726,10,2022-02-18,298,6726 2022-02-18,2022-02-18 16:23:33,Unknown
6726,10,2022-02-18,312,6726 2022-02-18,2022-02-18 11:53:48,Unknown
6726,10,2022-02-18,78,6726 2022-02-18,2022-02-18 11:46:04,Unknown
6726,10,2022-02-18,16,6726 2022-02-18,2022-02-18 06:29:32,Unknown
6726,10,2022-02-18,63,6726 2022-02-18,2022-02-18 06:24:28,Unknown
6726,10,2022-02-18,23,6726 2022-02-18,2022-02-18 06:08:11,Unknown
6726,10,2022-02-18,277,6726 2022-02-18,2022-02-18 20:13:14,Unknown
6385,10,2022-02-18,449,6385 2022-02-18,2022-02-18 16:09:47,Diarrhé
6385,10,2022-02-18,465,6385 2022-02-18,2022-02-18 07:05:48,Diarrhé
6404,1,2022-02-18,249,6404 2022-02-18,2022-02-18 16:04:06,Healthy
6734,10,2022-02-18,228,6734 2022-02-18,2022-02-18 15:58:59,Healthy
6734,10,2022-02-18,9,6734 2022-02-18,2022-02-18 15:42:45,Healthy
6734,10,2022-02-18,11,6734 2022-02-18,2022-02-18 15:30:39,Healthy
6734,10,2022-02-18,220,6734 2022-02-18,2022-02-18 20:08:01,Healthy
6391,2,2022-02-18,344,6391 2022-02-18,2022-02-18 15:51:51,Diarrhé
6391,2,2022-02-18,131,6391 2022-02-18,2022-02-18 14:45:59,Diarrhé
6391,2,2022-02-18,336,6391 2022-02-18,2022-02-18 20:45:34,Diarrhé
6766,10,2022-02-18,768,6766 2022-02-18,2022-02-18 07:16:48,Diarrhé
6388,10,2022-02-18,387,6388 2022-02-18,2022-02-18 08:42:12,"Diarrhé, Pneumonie"
6764,10,2022-02-18,360,6764 2022-02-18,2022-02-18 08:33:01,Diarrhé
6771,2,2022-02-18,343,6771 2022-02-18,2022-02-18 15:17:36,Diarrhé
6771,2,2022-02-18,354,6771 2022-02-18,2022-02-18 20:37:20,Diarrhé
6778,2,2022-02-18,324,6778 2022-02-18,2022-02-18 15:04:07,Diarrhé
6778,2,2022-02-18,351,6778 2022-02-18,2022-02-18 20:51:10,Diarrhé
6371,10,2022-02-18,211,6371 2022-02-18,2022-02-18 19:23:18,Pneumonie
6760,10,2022-02-18,747,6760 2022-02-18,2022-02-18 14:33:09,Unknown
6760,10,2022-02-18,131,6760 2022-02-18,2022-02-18 13:47:13,Unknown
6760,10,2022-02-18,617,6760 2022-02-18,2022-02-18 19:52:11,Unknown
6341,1,2022-02-18,218,6341 2022-02-18,2022-02-18 14:08:46,Pneumonie
6355,9,2022-02-18,212,6355 2022-02-18,2022-02-18 13:33:46,Healthy
6355,9,2022-02-18,12,6355 2022-02-18,2022-02-18 13:15:45,Healthy
6355,9,2022-02-18,6,6355 2022-02-18,2022-02-18 13:10:40,Healthy
6355,9,2022-02-18,13,6355 2022-02-18,2022-02-18 13:05:37,Healthy
6355,9,2022-02-18,18,6355 2022-02-18,2022-02-18 12:26:55,Healthy
6355,9,2022-02-18,238,6355 2022-02-18,2022-02-18 08:17:40,Healthy
6355,9,2022-02-18,284,6355 2022-02-18,2022-02-18 20:02:33,Healthy
6355,9,2022-02-18,13,6355 2022-02-18,2022-02-18 19:57:29,Healthy
6375,10,2022-02-18,255,6375 2022-02-18,2022-02-18 13:27:20,Unknown
6375,10,2022-02-18,35,6375 2022-02-18,2022-02-18 06:34:41,Unknown
6375,10,2022-02-18,239,6375 2022-02-18,2022-02-18 21:00:16,Unknown
6393,10,2022-02-18,574,6393 2022-02-18,2022-02-18 19:08:37,Pneumonie
6365,9,2022-02-18,296,6365 2022-02-18,2022-02-18 12:43:57,Pneumonie
6783,2,2022-02-18,449,6783 2022-02-18,2022-02-18 12:07:45,"Diarrhé, Pneumonie"
6783,2,2022-02-18,20,6783 2022-02-18,2022-02-18 09:28:23,"Diarrhé, Pneumonie"
6783,2,2022-02-18,598,6783 2022-02-18,2022-02-18 21:10:33,"Diarrhé, Pneumonie"
6405,1,2022-02-18,22,6405 2022-02-18,2022-02-18 09:33:46,Unknown
6365,9,2022-02-17,197,6365 2022-02-17,2022-02-17 22:26:22,Unknown
6365,9,2022-02-17,120,6365 2022-02-17,2022-02-17 14:24:24,Unknown
6391,2,2022-02-17,209,6391 2022-02-17,2022-02-17 22:16:40,Diarrhé
6391,2,2022-02-17,129,6391 2022-02-17,2022-02-17 20:57:56,Diarrhé
6391,2,2022-02-17,127,6391 2022-02-17,2022-02-17 20:47:15,Diarrhé
6391,2,2022-02-17,193,6391 2022-02-17,2022-02-17 20:42:12,Diarrhé
6391,2,2022-02-17,86,6391 2022-02-17,2022-02-17 16:44:41,Diarrhé
6391,2,2022-02-17,316,6391 2022-02-17,2022-02-17 11:52:04,Diarrhé
6773,2,2022-02-17,296,6773 2022-02-17,2022-02-17 21:56:54,Healthy
6773,2,2022-02-17,437,6773 2022-02-17,2022-02-17 15:44:14,Healthy
6773,2,2022-02-17,213,6773 2022-02-17,2022-02-17 09:11:51,Healthy
6773,2,2022-02-17,131,6773 2022-02-17,2022-02-17 08:41:09,Healthy
6741,9,2022-02-17,26,6741 2022-02-17,2022-02-17 21:36:11,"Diarrhé, Pneumonie"
6741,9,2022-02-17,155,6741 2022-02-17,2022-02-17 21:18:20,"Diarrhé, Pneumonie"
6741,9,2022-02-17,5,6741 2022-02-17,2022-02-17 21:10:45,"Diarrhé, Pneumonie"
6741,9,2022-02-17,184,6741 2022-02-17,2022-02-17 18:52:26,"Diarrhé, Pneumonie"
6741,9,2022-02-17,27,6741 2022-02-17,2022-02-17 18:42:09,"Diarrhé, Pneumonie"
6741,9,2022-02-17,54,6741 2022-02-17,2022-02-17 18:35:38,"Diarrhé, Pneumonie"
6741,9,2022-02-17,192,6741 2022-02-17,2022-02-17 14:29:37,"Diarrhé, Pneumonie"
6355,9,2022-02-17,88,6355 2022-02-17,2022-02-17 21:48:57,Pneumonie
6355,9,2022-02-17,18,6355 2022-02-17,2022-02-17 21:43:54,Pneumonie
6355,9,2022-02-17,234,6355 2022-02-17,2022-02-17 13:24:15,Pneumonie
6761,10,2022-02-17,582,6761 2022-02-17,2022-02-17 17:05:05,Pneumonie
6761,10,2022-02-17,12,6761 2022-02-17,2022-02-17 14:17:47,Pneumonie
6761,10,2022-02-17,126,6761 2022-02-17,2022-02-17 10:39:20,Pneumonie
6761,10,2022-02-17,504,6761 2022-02-17,2022-02-17 10:24:20,Pneumonie
6761,10,2022-02-17,356,6761 2022-02-17,2022-02-17 08:17:13,Pneumonie
6771,2,2022-02-17,304,6771 2022-02-17,2022-02-17 17:46:56,Healthy
6771,2,2022-02-17,367,6771 2022-02-17,2022-02-17 15:26:03,Healthy
6771,2,2022-02-17,370,6771 2022-02-17,2022-02-17 11:59:36,Healthy
6771,2,2022-02-17,141,6771 2022-02-17,2022-02-17 09:22:53,Healthy
6766,10,2022-02-17,532,6766 2022-02-17,2022-02-17 19:30:08,Unknown
6766,10,2022-02-17,432,6766 2022-02-17,2022-02-17 19:22:23,Unknown
6738,10,2022-02-17,255,6738 2022-02-17,2022-02-17 12:29:52,Pneumonie
6738,10,2022-02-17,214,6738 2022-02-17,2022-02-17 07:17:36,Pneumonie
6794,2,2022-02-17,435,6794 2022-02-17,2022-02-17 18:29:46,Healthy
6794,2,2022-02-17,227,6794 2022-02-17,2022-02-17 09:00:14,Healthy
6780,2,2022-02-17,366,6780 2022-02-17,2022-02-17 09:05:44,"Diarrhé, Pneumonie"
6760,10,2022-02-17,335,6760 2022-02-17,2022-02-17 21:05:44,Unknown
6760,10,2022-02-17,558,6760 2022-02-17,2022-02-17 16:24:47,Unknown
6760,10,2022-02-17,644,6760 2022-02-17,2022-02-17 11:38:27,Unknown
6370,10,2022-02-17,150,6370 2022-02-17,2022-02-17 10:46:44,Diarrhé
6370,10,2022-02-17,395,6370 2022-02-17,2022-02-17 10:32:44,Diarrhé
6370,10,2022-02-17,357,6370 2022-02-17,2022-02-17 06:54:53,Diarrhé
6356,9,2022-02-17,181,6356 2022-02-17,2022-02-17 14:40:13,Unknown
6356,9,2022-02-17,19,6356 2022-02-17,2022-02-17 14:34:38,Unknown
6356,9,2022-02-17,208,6356 2022-02-17,2022-02-17 09:54:51,Unknown
6349,9,2022-02-17,204,6349 2022-02-17,2022-02-17 17:39:24,Pneumonie
6349,9,2022-02-17,98,6349 2022-02-17,2022-02-17 17:33:29,Pneumonie
6349,9,2022-02-17,91,6349 2022-02-17,2022-02-17 17:18:51,Pneumonie
6349,9,2022-02-17,20,6349 2022-02-17,2022-02-17 17:10:39,Pneumonie
6349,9,2022-02-17,9,6349 2022-02-17,2022-02-17 17:00:01,Pneumonie
6349,9,2022-02-17,32,6349 2022-02-17,2022-02-17 16:04:48,Pneumonie
6349,9,2022-02-17,173,6349 2022-02-17,2022-02-17 12:58:23,Pneumonie
6349,9,2022-02-17,159,6349 2022-02-17,2022-02-17 09:43:26,Pneumonie
6349,9,2022-02-17,98,6349 2022-02-17,2022-02-17 08:10:14,Pneumonie
6385,10,2022-02-17,415,6385 2022-02-17,2022-02-17 20:52:36,"Diarrhé, Pneumonie"
6385,10,2022-02-17,360,6385 2022-02-17,2022-02-17 16:11:09,"Diarrhé, Pneumonie"
6385,10,2022-02-17,29,6385 2022-02-17,2022-02-17 07:53:11,"Diarrhé, Pneumonie"
6726,10,2022-02-17,166,6726 2022-02-17,2022-02-17 20:32:22,Healthy
6726,10,2022-02-17,266,6726 2022-02-17,2022-02-17 18:47:13,Healthy
6726,10,2022-02-17,17,6726 2022-02-17,2022-02-17 14:11:38,Healthy
6726,10,2022-02-17,9,6726 2022-02-17,2022-02-17 14:06:33,Healthy
6726,10,2022-02-17,28,6726 2022-02-17,2022-02-17 06:37:36,Healthy
6726,10,2022-02-17,115,6726 2022-02-17,2022-02-17 06:27:36,Healthy
6360,9,2022-02-17,439,6360 2022-02-17,2022-02-17 07:59:34,Unknown
6360,9,2022-02-17,51,6360 2022-02-17,2022-02-17 07:06:24,Unknown
6734,10,2022-02-17,93,6734 2022-02-17,2022-02-17 20:21:52,Unknown
6734,10,2022-02-17,19,6734 2022-02-17,2022-02-17 20:11:21,Unknown
6734,10,2022-02-17,369,6734 2022-02-17,2022-02-17 12:24:15,Unknown
6734,10,2022-02-17,328,6734 2022-02-17,2022-02-17 12:18:18,Unknown
6734,10,2022-02-17,129,6734 2022-02-17,2022-02-17 10:56:35,Unknown
6734,10,2022-02-17,31,6734 2022-02-17,2022-02-17 06:17:10,Unknown
6734,10,2022-02-17,10,6734 2022-02-17,2022-02-17 06:11:14,Unknown
6734,10,2022-02-17,41,6734 2022-02-17,2022-02-17 06:05:49,Unknown
6353,9,2022-02-17,185,6353 2022-02-17,2022-02-17 20:16:40,Pneumonie
6353,9,2022-02-17,168,6353 2022-02-17,2022-02-17 16:16:58,Pneumonie
6353,9,2022-02-17,166,6353 2022-02-17,2022-02-17 12:40:40,Pneumonie
6353,9,2022-02-17,7,6353 2022-02-17,2022-02-17 08:22:51,Pneumonie
6712,1,2022-02-17,407,6712 2022-02-17,2022-02-17 14:53:52,Healthy
6393,10,2022-02-17,500,6393 2022-02-17,2022-02-17 20:05:45,Diarrhé
6393,10,2022-02-17,404,6393 2022-02-17,2022-02-17 11:15:50,Diarrhé
6403,2,2022-02-17,458,6403 2022-02-17,2022-02-17 15:17:07,Healthy
6403,2,2022-02-17,134,6403 2022-02-17,2022-02-17 13:36:31,Healthy
6403,2,2022-02-17,271,6403 2022-02-17,2022-02-17 08:52:45,Healthy
6371,10,2022-02-17,223,6371 2022-02-17,2022-02-17 16:54:54,Diarrhé
6371,10,2022-02-17,25,6371 2022-02-17,2022-02-17 07:24:37,Diarrhé
6371,10,2022-02-17,14,6371 2022-02-17,2022-02-17 07:11:43,Diarrhé
6371,10,2022-02-17,10,6371 2022-02-17,2022-02-17 06:22:33,Diarrhé
6707,1,2022-02-17,343,6707 2022-02-17,2022-02-17 20:00:38,Healthy
6707,1,2022-02-17,31,6707 2022-02-17,2022-02-17 14:00:52,Healthy
6728,10,2022-02-17,57,6728 2022-02-17,2022-02-17 14:46:06,Healthy
6728,10,2022-02-17,297,6728 2022-02-17,2022-02-17 10:07:24,Healthy
6728,10,2022-02-17,143,6728 2022-02-17,2022-02-17 08:32:49,Healthy
6728,10,2022-02-17,173,6728 2022-02-17,2022-02-17 06:59:59,Healthy
6764,10,2022-02-17,154,6764 2022-02-17,2022-02-17 11:05:41,Unknown
6791,2,2022-02-17,158,6791 2022-02-17,2022-02-17 19:50:34,"Diarrhé, Pneumonie"
6791,2,2022-02-17,130,6791 2022-02-17,2022-02-17 18:11:08,"Diarrhé, Pneumonie"
6791,2,2022-02-17,216,6791 2022-02-17,2022-02-17 18:02:17,"Diarrhé, Pneumonie"
6791,2,2022-02-17,373,6791 2022-02-17,2022-02-17 17:55:58,"Diarrhé, Pneumonie"
6746,10,2022-02-17,23,6746 2022-02-17,2022-02-17 19:44:18,Unknown
6746,10,2022-02-17,21,6746 2022-02-17,2022-02-17 19:39:16,Unknown
6746,10,2022-02-17,9,6746 2022-02-17,2022-02-17 06:42:54,Unknown
6724,10,2022-02-17,258,6724 2022-02-17,2022-02-17 15:36:03,Pneumonie
6724,10,2022-02-17,350,6724 2022-02-17,2022-02-17 11:31:41,Pneumonie
6724,10,2022-02-17,23,6724 2022-02-17,2022-02-17 07:47:24,Pneumonie
6724,10,2022-02-17,217,6724 2022-02-17,2022-02-17 07:41:34,Pneumonie
6724,10,2022-02-17,6,6724 2022-02-17,2022-02-17 06:48:35,Pneumonie
6724,10,2022-02-17,13,6724 2022-02-17,2022-02-17 06:32:36,Pneumonie
6774,2,2022-02-17,378,6774 2022-02-17,2022-02-17 13:11:39,Healthy
6715,1,2022-02-17,205,6715 2022-02-17,2022-02-17 19:12:57,Unknown
6715,1,2022-02-17,31,6715 2022-02-17,2022-02-17 19:00:38,Unknown
6715,1,2022-02-17,226,6715 2022-02-17,2022-02-17 09:48:32,Unknown
6354,9,2022-02-17,123,6354 2022-02-17,2022-02-17 19:06:35,Healthy
6354,9,2022-02-17,292,6354 2022-02-17,2022-02-17 15:50:43,Healthy
6354,9,2022-02-17,12,6354 2022-02-17,2022-02-17 13:41:50,Healthy
6354,9,2022-02-17,22,6354 2022-02-17,2022-02-17 11:43:48,Healthy
6354,9,2022-02-17,185,6354 2022-02-17,2022-02-17 11:26:41,Healthy
6354,9,2022-02-17,209,6354 2022-02-17,2022-02-17 07:36:04,Healthy
6354,9,2022-02-17,11,6354 2022-02-17,2022-02-17 06:00:29,Healthy
6783,2,2022-02-17,174,6783 2022-02-17,2022-02-17 12:47:23,"Diarrhé, Pneumonie"
6388,10,2022-02-17,434,6388 2022-02-17,2022-02-17 17:25:03,Diarrhé
6786,2,2022-02-17,690,6786 2022-02-17,2022-02-17 15:59:12,Diarrhé
6787,2,2022-02-17,237,6787 2022-02-17,2022-02-17 10:18:30,Pneumonie
6741,9,2022-02-16,101,6741 2022-02-16,2022-02-16 21:35:22,"Diarrhé, Pneumonie"
6741,9,2022-02-16,15,6741 2022-02-16,2022-02-16 15:25:41,"Diarrhé, Pneumonie"
6741,9,2022-02-16,26,6741 2022-02-16,2022-02-16 15:20:38,"Diarrhé, Pneumonie"
6741,9,2022-02-16,33,6741 2022-02-16,2022-02-16 15:15:18,"Diarrhé, Pneumonie"
6741,9,2022-02-16,289,6741 2022-02-16,2022-02-16 07:35:50,"Diarrhé, Pneumonie"
6734,10,2022-02-16,25,6734 2022-02-16,2022-02-16 22:06:44,Unknown
6734,10,2022-02-16,8,6734 2022-02-16,2022-02-16 21:49:43,Unknown
6734,10,2022-02-16,76,6734 2022-02-16,2022-02-16 21:44:03,Unknown
6734,10,2022-02-16,30,6734 2022-02-16,2022-02-16 14:45:00,Unknown
6734,10,2022-02-16,6,6734 2022-02-16,2022-02-16 14:39:29,Unknown
6734,10,2022-02-16,409,6734 2022-02-16,2022-02-16 06:59:12,Unknown
6780,2,2022-02-16,660,6780 2022-02-16,2022-02-16 08:50:56,"Diarrhé, Pneumonie"
6773,2,2022-02-16,217,6773 2022-02-16,2022-02-16 19:16:58,Diarrhé
6773,2,2022-02-16,284,6773 2022-02-16,2022-02-16 18:46:37,Diarrhé
6773,2,2022-02-16,467,6773 2022-02-16,2022-02-16 15:47:38,Diarrhé
6773,2,2022-02-16,154,6773 2022-02-16,2022-02-16 13:14:02,Diarrhé
6773,2,2022-02-16,215,6773 2022-02-16,2022-02-16 10:20:22,Diarrhé
6766,10,2022-02-16,397,6766 2022-02-16,2022-02-16 16:31:19,Diarrhé
6353,9,2022-02-16,259,6353 2022-02-16,2022-02-16 07:53:37,Pneumonie
6764,10,2022-02-16,250,6764 2022-02-16,2022-02-16 21:28:46,"Diarrhé, Pneumonie"
6764,10,2022-02-16,292,6764 2022-02-16,2022-02-16 16:22:44,"Diarrhé, Pneumonie"
6764,10,2022-02-16,128,6764 2022-02-16,2022-02-16 09:37:47,"Diarrhé, Pneumonie"
6746,10,2022-02-16,177,6746 2022-02-16,2022-02-16 21:21:15,Unknown
6365,9,2022-02-16,10,6365 2022-02-16,2022-02-16 20:56:29,Unknown
6365,9,2022-02-16,97,6365 2022-02-16,2022-02-16 08:00:24,Unknown
6726,10,2022-02-16,223,6726 2022-02-16,2022-02-16 21:14:26,Healthy
6726,10,2022-02-16,12,6726 2022-02-16,2022-02-16 20:45:06,Healthy
6726,10,2022-02-16,149,6726 2022-02-16,2022-02-16 19:27:50,Healthy
6726,10,2022-02-16,268,6726 2022-02-16,2022-02-16 15:59:18,Healthy
6726,10,2022-02-16,377,6726 2022-02-16,2022-02-16 10:36:45,Healthy
6726,10,2022-02-16,20,6726 2022-02-16,2022-02-16 06:14:39,Healthy
6354,9,2022-02-16,5,6354 2022-02-16,2022-02-16 20:06:21,Healthy
6354,9,2022-02-16,234,6354 2022-02-16,2022-02-16 12:49:47,Healthy
6354,9,2022-02-16,205,6354 2022-02-16,2022-02-16 08:12:05,Healthy
6787,2,2022-02-16,217,6787 2022-02-16,2022-02-16 21:06:53,Unknown
6787,2,2022-02-16,193,6787 2022-02-16,2022-02-16 10:29:44,Unknown
6393,10,2022-02-16,399,6393 2022-02-16,2022-02-16 21:01:41,Diarrhé
6393,10,2022-02-16,127,6393 2022-02-16,2022-02-16 09:01:56,Diarrhé
6760,10,2022-02-16,519,6760 2022-02-16,2022-02-16 15:09:09,Pneumonie
6760,10,2022-02-16,661,6760 2022-02-16,2022-02-16 06:09:27,Pneumonie
6385,10,2022-02-16,335,6385 2022-02-16,2022-02-16 18:01:02,"Diarrhé, Pneumonie"
6385,10,2022-02-16,106,6385 2022-02-16,2022-02-16 13:29:37,"Diarrhé, Pneumonie"
6385,10,2022-02-16,361,6385 2022-02-16,2022-02-16 06:45:08,"Diarrhé, Pneumonie"
6771,2,2022-02-16,404,6771 2022-02-16,2022-02-16 20:50:21,Diarrhé
6771,2,2022-02-16,343,6771 2022-02-16,2022-02-16 17:14:09,Diarrhé
6771,2,2022-02-16,132,6771 2022-02-16,2022-02-16 17:04:57,Diarrhé
6771,2,2022-02-16,126,6771 2022-02-16,2022-02-16 13:34:49,Diarrhé
6771,2,2022-02-16,128,6771 2022-02-16,2022-02-16 10:54:57,Diarrhé
6761,10,2022-02-16,6,6761 2022-02-16,2022-02-16 16:06:16,"Diarrhé, Pneumonie"
6375,10,2022-02-16,283,6375 2022-02-16,2022-02-16 13:58:29,Pneumonie
6375,10,2022-02-16,127,6375 2022-02-16,2022-02-16 13:53:05,Pneumonie
6774,2,2022-02-16,259,6774 2022-02-16,2022-02-16 20:38:22,Unknown
6774,2,2022-02-16,357,6774 2022-02-16,2022-02-16 15:39:43,Unknown
6774,2,2022-02-16,365,6774 2022-02-16,2022-02-16 08:41:54,Unknown
6774,2,2022-02-16,127,6774 2022-02-16,2022-02-16 07:43:53,Unknown
6370,10,2022-02-16,197,6370 2022-02-16,2022-02-16 18:52:49,Diarrhé
6370,10,2022-02-16,189,6370 2022-02-16,2022-02-16 14:29:38,Diarrhé
6349,9,2022-02-16,18,6349 2022-02-16,2022-02-16 20:33:06,Pneumonie
6349,9,2022-02-16,184,6349 2022-02-16,2022-02-16 18:35:53,Pneumonie
6349,9,2022-02-16,226,6349 2022-02-16,2022-02-16 14:14:54,Pneumonie
6349,9,2022-02-16,37,6349 2022-02-16,2022-02-16 09:52:37,Pneumonie
6371,10,2022-02-16,138,6371 2022-02-16,2022-02-16 17:29:16,"Diarrhé, Pneumonie"
6371,10,2022-02-16,15,6371 2022-02-16,2022-02-16 13:19:29,"Diarrhé, Pneumonie"
6371,10,2022-02-16,345,6371 2022-02-16,2022-02-16 06:01:09,"Diarrhé, Pneumonie"
6707,1,2022-02-16,284,6707 2022-02-16,2022-02-16 20:26:28,Unknown
6707,1,2022-02-16,240,6707 2022-02-16,2022-02-16 12:00:30,Unknown
6382,10,2022-02-16,380,6382 2022-02-16,2022-02-16 09:26:38,Diarrhé
6403,2,2022-02-16,507,6403 2022-02-16,2022-02-16 20:19:10,Unknown
6403,2,2022-02-16,243,6403 2022-02-16,2022-02-16 13:02:55,Unknown
6403,2,2022-02-16,198,6403 2022-02-16,2022-02-16 11:30:20,Unknown
6403,2,2022-02-16,393,6403 2022-02-16,2022-02-16 08:23:05,Unknown
6356,9,2022-02-16,7,6356 2022-02-16,2022-02-16 20:11:43,Pneumonie
6356,9,2022-02-16,182,6356 2022-02-16,2022-02-16 18:14:06,Pneumonie
6356,9,2022-02-16,257,6356 2022-02-16,2022-02-16 13:41:39,Pneumonie
6356,9,2022-02-16,81,6356 2022-02-16,2022-02-16 07:15:02,Pneumonie
6341,1,2022-02-16,46,6341 2022-02-16,2022-02-16 12:22:47,Pneumonie
6341,1,2022-02-16,111,6341 2022-02-16,2022-02-16 12:16:52,Pneumonie
6341,1,2022-02-16,3,6341 2022-02-16,2022-02-16 12:08:32,Pneumonie
6712,1,2022-02-16,226,6712 2022-02-16,2022-02-16 20:00:44,Pneumonie
6360,9,2022-02-16,353,6360 2022-02-16,2022-02-16 19:55:05,Unknown
