calfNumber,parc,day,Duration,cwd,datetime,State
6773,2,2022-02-18,437,6773 2022-02-18,2022-02-18 10:03:06,Healthy
6773,2,2022-02-18,333,6773 2022-02-18,2022-02-18 06:28:02,Healthy
6773,2,2022-02-18,168,6773 2022-02-18,2022-02-18 06:03:32,Healthy
6773,2,2022-02-18,132,6773 2022-02-18,2022-02-18 21:44:00,Healthy
6773,2,2022-02-18,129,6773 2022-02-18,2022-02-18 21:00:36,Healthy
6773,2,2022-02-18,179,6773 2022-02-18,2022-02-18 20:26:15,Healthy
6780,2,2022-02-18,287,6780 2022-02-18,2022-02-18 17:27:20,"Diarrhé, Pneumonie"
6780,2,2022-02-18,364,6780 2022-02-18,2022-02-18 12:38:07,"Diarrhé, Pneumonie"
6780,2,2022-02-18,593,6780 2022-02-18,2022-02-18 07:17:51,"Diarrhé, Pneumonie"
6780,2,2022-02-18,255,6780 2022-02-18,2022-02-18 20:16:00,"Diarrhé, Pneumonie"
6787,2,2022-02-18,355,6787 2022-02-18,2022-02-18 16:54:27,Diarrhé
6787,2,2022-02-18,5,6787 2022-02-18,2022-02-18 16:13:39,Diarrhé
6787,2,2022-02-18,344,6787 2022-02-18,2022-02-18 10:45:14,Diarrhé
6787,2,2022-02-18,164,6787 2022-02-18,2022-02-18 07:42:16,Diarrhé
6787,2,2022-02-18,489,6787 2022-02-18,2022-02-18 07:33:06,Diarrhé
6787,2,2022-02-18,404,6787 2022-02-18,2022-02-18 21:03:48,Diarrhé
6738,10,2022-02-18,284,6738 2022-02-18,2022-02-18 16:36:06,Pneumonie
6738,10,2022-02-18,240,6738 2022-02-18,2022-02-18 09:20:36,Pneumonie
6738,10,2022-02-18,11,6738 2022-02-18,2022-02-18 20:25:50,Pneumonie
6349,9,2022-02-18,197,6349 2022-02-18,2022-02-18 16:29:17,Pneumonie
6349,9,2022-02-18,202,6349 2022-02-18,2022-02-18 12:16:58,Pneumonie
6349,9,2022-02-18,73,6349 2022-02-18,2022-02-18 08:24:48,Pneumonie
6349,9,2022-02-18,40,6349 2022-02-18,2022-02-18 20:21:31,Pneumonie
6349,9,2022-02-18,49,6349 2022-02-18,2022-02-18 20:18:25,Pneumonie
6796,1,2022-02-18,339,6796 2022-02-18,2022-02-18 16:09:51,Healthy
6796,1,2022-02-18,273,6796 2022-02-18,2022-02-18 09:43:08,Healthy
6385,10,2022-02-18,449,6385 2022-02-18,2022-02-18 16:09:47,Diarrhé
6385,10,2022-02-18,465,6385 2022-02-18,2022-02-18 07:05:48,Diarrhé
6385,10,2022-02-18,375,6385 2022-02-18,2022-02-18 21:21:30,Diarrhé
6404,1,2022-02-18,11,6404 2022-02-18,2022-02-18 16:03:22,Healthy
6404,1,2022-02-18,247,6404 2022-02-18,2022-02-18 09:26:23,Healthy
6734,10,2022-02-18,228,6734 2022-02-18,2022-02-18 15:58:59,Healthy
6734,10,2022-02-18,176,6734 2022-02-18,2022-02-18 15:53:14,Healthy
6734,10,2022-02-18,9,6734 2022-02-18,2022-02-18 15:42:45,Healthy
6734,10,2022-02-18,21,6734 2022-02-18,2022-02-18 15:37:38,Healthy
6734,10,2022-02-18,11,6734 2022-02-18,2022-02-18 15:30:39,Healthy
6734,10,2022-02-18,18,6734 2022-02-18,2022-02-18 15:24:17,Healthy
6734,10,2022-02-18,159,6734 2022-02-18,2022-02-18 15:19:21,Healthy
6734,10,2022-02-18,220,6734 2022-02-18,2022-02-18 20:08:01,Healthy
6734,10,2022-02-18,6,6734 2022-02-18,2022-02-18 19:55:43,Healthy
6391,2,2022-02-18,344,6391 2022-02-18,2022-02-18 15:51:51,Diarrhé
6391,2,2022-02-18,131,6391 2022-02-18,2022-02-18 14:45:59,Diarrhé
6391,2,2022-02-18,158,6391 2022-02-18,2022-02-18 09:23:56,Diarrhé
6391,2,2022-02-18,71,6391 2022-02-18,2022-02-18 09:17:57,Diarrhé
6391,2,2022-02-18,336,6391 2022-02-18,2022-02-18 20:45:34,Diarrhé
6766,10,2022-02-18,49,6766 2022-02-18,2022-02-18 09:25:45,Diarrhé
6766,10,2022-02-18,768,6766 2022-02-18,2022-02-18 07:16:48,Diarrhé
6766,10,2022-02-18,390,6766 2022-02-18,2022-02-18 20:16:41,Diarrhé
6774,2,2022-02-18,464,6774 2022-02-18,2022-02-18 15:44:07,Healthy
6774,2,2022-02-18,603,6774 2022-02-18,2022-02-18 06:36:31,Healthy
6774,2,2022-02-18,296,6774 2022-02-18,2022-02-18 20:29:15,Healthy
6388,10,2022-02-18,387,6388 2022-02-18,2022-02-18 08:42:12,"Diarrhé, Pneumonie"
6388,10,2022-02-18,127,6388 2022-02-18,2022-02-18 08:25:26,"Diarrhé, Pneumonie"
6764,10,2022-02-18,360,6764 2022-02-18,2022-02-18 08:33:01,Diarrhé
6764,10,2022-02-18,134,6764 2022-02-18,2022-02-18 21:40:07,Diarrhé
6764,10,2022-02-18,266,6764 2022-02-18,2022-02-18 20:55:49,Diarrhé
6771,2,2022-02-18,343,6771 2022-02-18,2022-02-18 15:17:36,Diarrhé
6771,2,2022-02-18,340,6771 2022-02-18,2022-02-18 21:48:51,Diarrhé
6771,2,2022-02-18,354,6771 2022-02-18,2022-02-18 20:37:20,Diarrhé
6778,2,2022-02-18,324,6778 2022-02-18,2022-02-18 15:04:07,Diarrhé
6778,2,2022-02-18,351,6778 2022-02-18,2022-02-18 20:51:10,Diarrhé
6371,10,2022-02-18,198,6371 2022-02-18,2022-02-18 14:50:07,Pneumonie
6371,10,2022-02-18,174,6371 2022-02-18,2022-02-18 09:42:30,Pneumonie
6371,10,2022-02-18,211,6371 2022-02-18,2022-02-18 19:23:18,Pneumonie
6712,1,2022-02-18,283,6712 2022-02-18,2022-02-18 14:13:02,Healthy
6712,1,2022-02-18,255,6712 2022-02-18,2022-02-18 20:15:07,Healthy
6341,1,2022-02-18,218,6341 2022-02-18,2022-02-18 14:08:46,Pneumonie
6341,1,2022-02-18,85,6341 2022-02-18,2022-02-18 20:52:23,Pneumonie
6355,9,2022-02-18,136,6355 2022-02-18,2022-02-18 13:31:08,Healthy
6355,9,2022-02-18,5,6355 2022-02-18,2022-02-18 13:21:29,Healthy
6355,9,2022-02-18,12,6355 2022-02-18,2022-02-18 13:11:44,Healthy
6355,9,2022-02-18,17,6355 2022-02-18,2022-02-18 13:08:42,Healthy
6355,9,2022-02-18,13,6355 2022-02-18,2022-02-18 13:05:37,Healthy
6355,9,2022-02-18,18,6355 2022-02-18,2022-02-18 12:26:55,Healthy
6355,9,2022-02-18,18,6355 2022-02-18,2022-02-18 12:20:59,Healthy
6355,9,2022-02-18,238,6355 2022-02-18,2022-02-18 08:17:40,Healthy
6355,9,2022-02-18,33,6355 2022-02-18,2022-02-18 20:00:18,Healthy
6355,9,2022-02-18,27,6355 2022-02-18,2022-02-18 19:56:53,Healthy
6355,9,2022-02-18,23,6355 2022-02-18,2022-02-18 19:53:34,Healthy
6393,10,2022-02-18,324,6393 2022-02-18,2022-02-18 13:02:48,Pneumonie
6393,10,2022-02-18,423,6393 2022-02-18,2022-02-18 06:26:41,Pneumonie
6393,10,2022-02-18,574,6393 2022-02-18,2022-02-18 19:08:37,Pneumonie
6365,9,2022-02-18,296,6365 2022-02-18,2022-02-18 12:43:57,Pneumonie
6365,9,2022-02-18,328,6365 2022-02-18,2022-02-18 07:34:01,Pneumonie
6365,9,2022-02-18,24,6365 2022-02-18,2022-02-18 19:24:17,Pneumonie
6783,2,2022-02-18,449,6783 2022-02-18,2022-02-18 12:07:45,"Diarrhé, Pneumonie"
6783,2,2022-02-18,99,6783 2022-02-18,2022-02-18 09:34:08,"Diarrhé, Pneumonie"
6783,2,2022-02-18,31,6783 2022-02-18,2022-02-18 09:27:50,"Diarrhé, Pneumonie"
6783,2,2022-02-18,598,6783 2022-02-18,2022-02-18 21:10:33,"Diarrhé, Pneumonie"
6715,1,2022-02-18,347,6715 2022-02-18,2022-02-18 10:00:09,Healthy
6715,1,2022-02-18,210,6715 2022-02-18,2022-02-18 20:11:31,Healthy
6715,1,2022-02-18,20,6715 2022-02-18,2022-02-18 20:06:06,Healthy
6715,1,2022-02-18,58,6715 2022-02-18,2022-02-18 20:02:14,Healthy
6391,2,2022-02-17,128,6391 2022-02-17,2022-02-17 22:20:44,Diarrhé
6391,2,2022-02-17,209,6391 2022-02-17,2022-02-17 22:16:40,Diarrhé
6391,2,2022-02-17,129,6391 2022-02-17,2022-02-17 20:57:56,Diarrhé
6391,2,2022-02-17,127,6391 2022-02-17,2022-02-17 20:47:15,Diarrhé
6391,2,2022-02-17,193,6391 2022-02-17,2022-02-17 20:42:12,Diarrhé
6391,2,2022-02-17,453,6391 2022-02-17,2022-02-17 16:56:46,Diarrhé
6391,2,2022-02-17,86,6391 2022-02-17,2022-02-17 16:44:41,Diarrhé
6391,2,2022-02-17,316,6391 2022-02-17,2022-02-17 11:52:04,Diarrhé
6391,2,2022-02-17,118,6391 2022-02-17,2022-02-17 11:45:38,Diarrhé
6773,2,2022-02-17,296,6773 2022-02-17,2022-02-17 21:56:54,Healthy
6773,2,2022-02-17,222,6773 2022-02-17,2022-02-17 19:46:52,Healthy
6773,2,2022-02-17,103,6773 2022-02-17,2022-02-17 17:42:06,Healthy
6773,2,2022-02-17,437,6773 2022-02-17,2022-02-17 15:44:14,Healthy
6773,2,2022-02-17,172,6773 2022-02-17,2022-02-17 11:35:19,Healthy
6773,2,2022-02-17,213,6773 2022-02-17,2022-02-17 09:11:51,Healthy
6773,2,2022-02-17,131,6773 2022-02-17,2022-02-17 08:41:09,Healthy
6741,9,2022-02-17,26,6741 2022-02-17,2022-02-17 21:36:11,"Diarrhé, Pneumonie"
6741,9,2022-02-17,155,6741 2022-02-17,2022-02-17 21:18:20,"Diarrhé, Pneumonie"
6741,9,2022-02-17,15,6741 2022-02-17,2022-02-17 21:13:07,"Diarrhé, Pneumonie"
6741,9,2022-02-17,7,6741 2022-02-17,2022-02-17 21:09:38,"Diarrhé, Pneumonie"
6741,9,2022-02-17,35,6741 2022-02-17,2022-02-17 21:06:30,"Diarrhé, Pneumonie"
6741,9,2022-02-17,184,6741 2022-02-17,2022-02-17 18:52:26,"Diarrhé, Pneumonie"
6741,9,2022-02-17,27,6741 2022-02-17,2022-02-17 18:42:09,"Diarrhé, Pneumonie"
6741,9,2022-02-17,54,6741 2022-02-17,2022-02-17 18:35:38,"Diarrhé, Pneumonie"
6741,9,2022-02-17,29,6741 2022-02-17,2022-02-17 14:27:35,"Diarrhé, Pneumonie"
6741,9,2022-02-17,262,6741 2022-02-17,2022-02-17 07:13:20,"Diarrhé, Pneumonie"
6355,9,2022-02-17,88,6355 2022-02-17,2022-02-17 21:48:57,Pneumonie
6355,9,2022-02-17,18,6355 2022-02-17,2022-02-17 21:43:54,Pneumonie
6355,9,2022-02-17,195,6355 2022-02-17,2022-02-17 17:43:03,Pneumonie
6355,9,2022-02-17,234,6355 2022-02-17,2022-02-17 13:24:15,Pneumonie
6355,9,2022-02-17,206,6355 2022-02-17,2022-02-17 09:02:53,Pneumonie
6761,10,2022-02-17,466,6761 2022-02-17,2022-02-17 21:37:05,Pneumonie
6761,10,2022-02-17,18,6761 2022-02-17,2022-02-17 19:06:58,Pneumonie
6761,10,2022-02-17,582,6761 2022-02-17,2022-02-17 17:05:05,Pneumonie
6761,10,2022-02-17,519,6761 2022-02-17,2022-02-17 14:31:39,Pneumonie
6761,10,2022-02-17,126,6761 2022-02-17,2022-02-17 10:39:20,Pneumonie
6761,10,2022-02-17,504,6761 2022-02-17,2022-02-17 10:24:20,Pneumonie
6761,10,2022-02-17,356,6761 2022-02-17,2022-02-17 08:17:13,Pneumonie
6771,2,2022-02-17,403,6771 2022-02-17,2022-02-17 21:36:18,Healthy
6771,2,2022-02-17,304,6771 2022-02-17,2022-02-17 17:46:56,Healthy
6771,2,2022-02-17,367,6771 2022-02-17,2022-02-17 15:26:03,Healthy
6771,2,2022-02-17,370,6771 2022-02-17,2022-02-17 11:59:36,Healthy
6771,2,2022-02-17,141,6771 2022-02-17,2022-02-17 09:22:53,Healthy
6768,2,2022-02-17,526,6768 2022-02-17,2022-02-17 21:18:36,Healthy
6768,2,2022-02-17,883,6768 2022-02-17,2022-02-17 17:21:12,Healthy
6768,2,2022-02-17,505,6768 2022-02-17,2022-02-17 06:05:16,Healthy
6738,10,2022-02-17,145,6738 2022-02-17,2022-02-17 21:14:57,Pneumonie
6738,10,2022-02-17,222,6738 2022-02-17,2022-02-17 16:58:37,Pneumonie
6738,10,2022-02-17,68,6738 2022-02-17,2022-02-17 12:28:41,Pneumonie
6738,10,2022-02-17,214,6738 2022-02-17,2022-02-17 07:17:36,Pneumonie
6794,2,2022-02-17,268,6794 2022-02-17,2022-02-17 21:14:08,Healthy
6794,2,2022-02-17,435,6794 2022-02-17,2022-02-17 18:29:46,Healthy
6794,2,2022-02-17,513,6794 2022-02-17,2022-02-17 16:20:09,Healthy
6794,2,2022-02-17,227,6794 2022-02-17,2022-02-17 09:00:14,Healthy
6780,2,2022-02-17,262,6780 2022-02-17,2022-02-17 21:09:46,"Diarrhé, Pneumonie"
6780,2,2022-02-17,441,6780 2022-02-17,2022-02-17 19:24:45,"Diarrhé, Pneumonie"
6780,2,2022-02-17,550,6780 2022-02-17,2022-02-17 17:12:02,"Diarrhé, Pneumonie"
6780,2,2022-02-17,465,6780 2022-02-17,2022-02-17 13:28:46,"Diarrhé, Pneumonie"
6780,2,2022-02-17,215,6780 2022-02-17,2022-02-17 11:39:05,"Diarrhé, Pneumonie"
6780,2,2022-02-17,366,6780 2022-02-17,2022-02-17 09:05:44,"Diarrhé, Pneumonie"
6780,2,2022-02-17,369,6780 2022-02-17,2022-02-17 07:38:15,"Diarrhé, Pneumonie"
6370,10,2022-02-17,23,6370 2022-02-17,2022-02-17 20:59:32,Diarrhé
6370,10,2022-02-17,129,6370 2022-02-17,2022-02-17 19:01:38,Diarrhé
6370,10,2022-02-17,230,6370 2022-02-17,2022-02-17 16:07:19,Diarrhé
6370,10,2022-02-17,132,6370 2022-02-17,2022-02-17 14:50:42,Diarrhé
6370,10,2022-02-17,150,6370 2022-02-17,2022-02-17 10:46:44,Diarrhé
6370,10,2022-02-17,395,6370 2022-02-17,2022-02-17 10:32:44,Diarrhé
6370,10,2022-02-17,357,6370 2022-02-17,2022-02-17 06:54:53,Diarrhé
6349,9,2022-02-17,38,6349 2022-02-17,2022-02-17 20:58:37,Pneumonie
6349,9,2022-02-17,8,6349 2022-02-17,2022-02-17 20:54:06,Pneumonie
6349,9,2022-02-17,19,6349 2022-02-17,2022-02-17 20:05:54,Pneumonie
6349,9,2022-02-17,204,6349 2022-02-17,2022-02-17 17:39:24,Pneumonie
6349,9,2022-02-17,98,6349 2022-02-17,2022-02-17 17:33:29,Pneumonie
6349,9,2022-02-17,91,6349 2022-02-17,2022-02-17 17:18:51,Pneumonie
6349,9,2022-02-17,15,6349 2022-02-17,2022-02-17 17:14:16,Pneumonie
6349,9,2022-02-17,20,6349 2022-02-17,2022-02-17 17:10:39,Pneumonie
6349,9,2022-02-17,24,6349 2022-02-17,2022-02-17 17:06:10,Pneumonie
6349,9,2022-02-17,13,6349 2022-02-17,2022-02-17 16:59:20,Pneumonie
6349,9,2022-02-17,25,6349 2022-02-17,2022-02-17 16:56:10,Pneumonie
6349,9,2022-02-17,5,6349 2022-02-17,2022-02-17 16:07:21,Pneumonie
6349,9,2022-02-17,33,6349 2022-02-17,2022-02-17 16:03:56,Pneumonie
6349,9,2022-02-17,173,6349 2022-02-17,2022-02-17 12:58:23,Pneumonie
6349,9,2022-02-17,159,6349 2022-02-17,2022-02-17 09:43:26,Pneumonie
6349,9,2022-02-17,53,6349 2022-02-17,2022-02-17 08:13:24,Pneumonie
6349,9,2022-02-17,98,6349 2022-02-17,2022-02-17 08:10:14,Pneumonie
6385,10,2022-02-17,415,6385 2022-02-17,2022-02-17 20:52:36,"Diarrhé, Pneumonie"
6385,10,2022-02-17,360,6385 2022-02-17,2022-02-17 16:11:09,"Diarrhé, Pneumonie"
6385,10,2022-02-17,329,6385 2022-02-17,2022-02-17 08:11:44,"Diarrhé, Pneumonie"
6385,10,2022-02-17,29,6385 2022-02-17,2022-02-17 07:53:11,"Diarrhé, Pneumonie"
6382,10,2022-02-17,405,6382 2022-02-17,2022-02-17 20:45:51,Pneumonie
6382,10,2022-02-17,377,6382 2022-02-17,2022-02-17 16:01:02,Pneumonie
6382,10,2022-02-17,329,6382 2022-02-17,2022-02-17 11:10:20,Pneumonie
6726,10,2022-02-17,166,6726 2022-02-17,2022-02-17 20:32:22,Healthy
6726,10,2022-02-17,266,6726 2022-02-17,2022-02-17 18:47:13,Healthy
6726,10,2022-02-17,152,6726 2022-02-17,2022-02-17 18:36:32,Healthy
6726,10,2022-02-17,315,6726 2022-02-17,2022-02-17 14:14:59,Healthy
6726,10,2022-02-17,9,6726 2022-02-17,2022-02-17 14:06:33,Healthy
6726,10,2022-02-17,36,6726 2022-02-17,2022-02-17 07:28:06,Healthy
6726,10,2022-02-17,364,6726 2022-02-17,2022-02-17 07:07:15,Healthy
6726,10,2022-02-17,212,6726 2022-02-17,2022-02-17 07:02:52,Healthy
6726,10,2022-02-17,12,6726 2022-02-17,2022-02-17 06:58:18,Healthy
6726,10,2022-02-17,14,6726 2022-02-17,2022-02-17 06:46:50,Healthy
6726,10,2022-02-17,28,6726 2022-02-17,2022-02-17 06:37:36,Healthy
6726,10,2022-02-17,81,6726 2022-02-17,2022-02-17 06:30:44,Healthy
6726,10,2022-02-17,6,6726 2022-02-17,2022-02-17 06:23:55,Healthy
6353,9,2022-02-17,185,6353 2022-02-17,2022-02-17 20:16:40,Pneumonie
6353,9,2022-02-17,168,6353 2022-02-17,2022-02-17 16:16:58,Pneumonie
6353,9,2022-02-17,166,6353 2022-02-17,2022-02-17 12:40:40,Pneumonie
6353,9,2022-02-17,7,6353 2022-02-17,2022-02-17 08:22:51,Pneumonie
6341,1,2022-02-17,90,6341 2022-02-17,2022-02-17 20:10:19,Pneumonie
6341,1,2022-02-17,210,6341 2022-02-17,2022-02-17 13:41:04,Pneumonie
6712,1,2022-02-17,168,6712 2022-02-17,2022-02-17 20:06:26,Healthy
6712,1,2022-02-17,407,6712 2022-02-17,2022-02-17 14:53:52,Healthy
6393,10,2022-02-17,388,6393 2022-02-17,2022-02-17 16:47:42,Diarrhé
6393,10,2022-02-17,404,6393 2022-02-17,2022-02-17 11:15:50,Diarrhé
6403,2,2022-02-17,466,6403 2022-02-17,2022-02-17 20:02:43,Healthy
6403,2,2022-02-17,458,6403 2022-02-17,2022-02-17 15:17:07,Healthy
6403,2,2022-02-17,134,6403 2022-02-17,2022-02-17 13:36:31,Healthy
6403,2,2022-02-17,166,6403 2022-02-17,2022-02-17 10:09:00,Healthy
6403,2,2022-02-17,271,6403 2022-02-17,2022-02-17 08:52:45,Healthy
6403,2,2022-02-17,427,6403 2022-02-17,2022-02-17 06:45:36,Healthy
6371,10,2022-02-17,223,6371 2022-02-17,2022-02-17 16:54:54,Diarrhé
6371,10,2022-02-17,319,6371 2022-02-17,2022-02-17 14:02:29,Diarrhé
6371,10,2022-02-17,25,6371 2022-02-17,2022-02-17 07:24:37,Diarrhé
6371,10,2022-02-17,15,6371 2022-02-17,2022-02-17 07:14:36,Diarrhé
6371,10,2022-02-17,27,6371 2022-02-17,2022-02-17 07:11:13,Diarrhé
6371,10,2022-02-17,31,6371 2022-02-17,2022-02-17 06:20:31,Diarrhé
6707,1,2022-02-17,343,6707 2022-02-17,2022-02-17 20:00:38,Healthy
6707,1,2022-02-17,386,6707 2022-02-17,2022-02-17 14:21:10,Healthy
6707,1,2022-02-17,31,6707 2022-02-17,2022-02-17 14:00:52,Healthy
6728,10,2022-02-17,107,6728 2022-02-17,2022-02-17 20:00:38,Healthy
6728,10,2022-02-17,132,6728 2022-02-17,2022-02-17 18:00:54,Healthy
6728,10,2022-02-17,195,6728 2022-02-17,2022-02-17 14:47:35,Healthy
6728,10,2022-02-17,100,6728 2022-02-17,2022-02-17 14:43:21,Healthy
6728,10,2022-02-17,297,6728 2022-02-17,2022-02-17 10:07:24,Healthy
6728,10,2022-02-17,143,6728 2022-02-17,2022-02-17 08:32:49,Healthy
6791,2,2022-02-17,158,6791 2022-02-17,2022-02-17 19:50:34,"Diarrhé, Pneumonie"
6791,2,2022-02-17,435,6791 2022-02-17,2022-02-17 19:39:37,"Diarrhé, Pneumonie"
6791,2,2022-02-17,130,6791 2022-02-17,2022-02-17 18:11:08,"Diarrhé, Pneumonie"
6791,2,2022-02-17,216,6791 2022-02-17,2022-02-17 18:02:17,"Diarrhé, Pneumonie"
6791,2,2022-02-17,373,6791 2022-02-17,2022-02-17 17:55:58,"Diarrhé, Pneumonie"
6791,2,2022-02-17,334,6791 2022-02-17,2022-02-17 14:31:47,"Diarrhé, Pneumonie"
6791,2,2022-02-17,247,6791 2022-02-17,2022-02-17 12:51:33,"Diarrhé, Pneumonie"
6791,2,2022-02-17,317,6791 2022-02-17,2022-02-17 06:18:35,"Diarrhé, Pneumonie"
6724,10,2022-02-17,258,6724 2022-02-17,2022-02-17 15:36:03,Pneumonie
6724,10,2022-02-17,350,6724 2022-02-17,2022-02-17 11:31:41,Pneumonie
6724,10,2022-02-17,11,6724 2022-02-17,2022-02-17 07:48:09,Pneumonie
6724,10,2022-02-17,217,6724 2022-02-17,2022-02-17 07:41:34,Pneumonie
6724,10,2022-02-17,17,6724 2022-02-17,2022-02-17 06:33:58,Pneumonie
6724,10,2022-02-17,18,6724 2022-02-17,2022-02-17 06:27:14,Pneumonie
6774,2,2022-02-17,333,6774 2022-02-17,2022-02-17 19:32:06,Healthy
6774,2,2022-02-17,378,6774 2022-02-17,2022-02-17 13:11:39,Healthy
6774,2,2022-02-17,289,6774 2022-02-17,2022-02-17 06:56:46,Healthy
6354,9,2022-02-17,123,6354 2022-02-17,2022-02-17 19:06:35,Healthy
6354,9,2022-02-17,292,6354 2022-02-17,2022-02-17 15:50:43,Healthy
6354,9,2022-02-17,53,6354 2022-02-17,2022-02-17 14:10:39,Healthy
6354,9,2022-02-17,31,6354 2022-02-17,2022-02-17 14:07:04,Healthy
6354,9,2022-02-17,102,6354 2022-02-17,2022-02-17 13:44:25,Healthy
6354,9,2022-02-17,18,6354 2022-02-17,2022-02-17 13:41:24,Healthy
6354,9,2022-02-17,22,6354 2022-02-17,2022-02-17 11:43:48,Healthy
6354,9,2022-02-17,185,6354 2022-02-17,2022-02-17 11:26:41,Healthy
6354,9,2022-02-17,209,6354 2022-02-17,2022-02-17 07:36:04,Healthy
6354,9,2022-02-17,13,6354 2022-02-17,2022-02-17 06:15:52,Healthy
